,,,
Plant Name,State,Latitude,Longitude
Corcoran Solar 3,CA,36.150420,-119.585420
Albertson Solar LLC,NC,35.093021,-77.812667
Cardinal Point Wind,IL,40.588568,-90.751828
New Frontier Wind,ND,47.861531,-100.947664
Western Branch High School,VA,36.848105,-76.407143
Merck,VA,38.383222,-78.643688
Moxie Freedom Generation Plant,PA,41.113056,-76.158056
Black Fork Wind Energy Project,OH,40.854622,-82.761200
Mount Olive Solar,NC,35.180000,-78.098000
"KDC Solar PR1, LLC",NJ,40.136696,-74.439668
Philip Morris,VA,37.341838,-77.287027
Freemont Solar Center LLC,NC,35.427587,-80.997219
Greensville County Power Station,VA,36.718236,-77.649559
Crestwood Solar Center LLC,NC,36.353533,-78.584212
Oro Loma,CA,36.876847,-120.667608
SunE- E Philadelphia Ontario,CA,34.035270,-117.534100
Pollocksville Solar,NC,34.998000,-77.219000
Nellis Solar PV II,NV,36.206672,-115.047703
Lillington Solar,NC,35.368000,-78.801000
South Campus Solar,DE,39.781498,-75.548387
Pinecrest Energy Center,TX,31.360942,-94.694517
Aegle Power,TX,26.216361,-97.628061
Alpine Power Plant,MI,45.063748,-84.825348
Hunt Road Solar,MA,42.829833,-70.960208
"Vance Solar Farm, LLC",NC,36.258478,-78.411966
"Cline Solar Farm, LLC",NC,35.720000,-81.417000
"BG Stewart Solar Farm, LLC",NC,34.970486,-80.389622
Fiddler's Canyon 3,UT,37.731338,-113.216634
Soluga Farms IV,NC,35.218710,-78.669479
Meadowbrook Solar Farm,NC,35.555430,-80.385890
"Coats Solar Farm, LLC",NC,35.414507,-78.690576
Sky Global Power One,TX,29.550278,-96.537778
RE Tranquillity,CA,36.581365,-120.404470
"Great Valley Solar Portfolio Holdings, L",CA,36.581182,-120.379570
"Iron Springs Solar, LLC",UT,37.721200,-113.151600
Morgan Lancaster 1,CA,34.660800,-118.083600
Rattlesnake Den,TX,31.743250,-101.493407
"Conetoe II Solar, LLC",NC,35.822000,-77.481000
"Granite Mountain Solar West, LLC",UT,37.798900,-113.322000
"Granite Mountain Solar East, LLC",UT,37.775090,-113.226403
SR Camden,AR,33.631538,-92.703611
Bakersfield 111,CA,35.317551,-118.989894
AES Warrior Run Energy Storage Project,MD,39.593075,-78.745333
Yadkinville Solar,NC,36.137270,-80.596009
Five Forks Solar,NC,36.515544,-78.033704
Potrero Hills Energy Producers,CA,38.216973,-121.979452
Antrim Wind,NH,43.064350,-72.006350
Osceola Solar Facility,FL,28.058078,-81.241681
ESA Smithfield,NC,35.488350,-78.319751
ESA Selma,NC,35.526200,-78.289800
Grand Ridge Battery Projects,IL,41.226900,-88.683600
Milford 2,UT,38.388243,-112.990812
Western Antelope Blue Sky B,CA,34.732060,-118.313573
North Lancaster Ranch,CA,34.719538,-118.313010
Central Antelope Dry Ranch C,CA,34.720499,-118.300460
Elevation Solar C,CA,34.730263,-118.304250
Latigo Wind Park,UT,37.886706,-109.368390
Camp Lejeune Solar and Energy Storage,NC,34.725699,-77.350273
Pepperidge Farm Bloomfield,CT,41.869302,-72.718315
"Desert Wind Farm, LLC",NC,36.310000,-76.420000
"Windhub Solar B, LLC",CA,35.013300,-118.269800
Easter,TX,34.668882,-102.351727
Bearkat,TX,31.727237,-101.582000
Walt Disney World Solar Facility,FL,28.373700,-81.562589
Golden West Power Partners LLC,CO,38.935000,-104.212000
Carousel Wind Farm LLC,CO,39.334000,-102.173000
RE Astoria,CA,34.844226,-118.458466
RE Astoria 2,CA,34.836649,-118.480204
"Adapture CA2, LLC",CA,39.698980,-122.175583
"Columbia Solar Energy, LLC",CA,38.019671,-121.865060
Mashpee Landfill Solar,MA,41.629960,-70.477852
New Castle Solar RES,IN,39.854126,-85.403423
Scotland Solar RES,IN,38.909900,-86.947300
New Haven Solar RES,IN,38.194100,-86.988900
Lanesville Solar RES,IN,38.271700,-85.986400
Ellettsville Solar RES,IN,39.254820,-86.656796
Henryville Solar RES,IN,38.595500,-85.777300
Spring Mill Solar RES,IN,38.709545,-86.469676
Decatur Co. Solar RES (IN),IN,39.337893,-85.506398
Jackson Co. Solar RES,IN,38.881719,-86.032969
Johnson Co. Solar RES,IN,39.518026,-86.068353
Babcock Solar Energy Center Hybrid,FL,26.861592,-81.751011
RE Roserock,TX,30.960209,-103.306662
AEP Milton NaS,WV,38.362200,-82.125600
Boykin PV1,NC,35.113386,-78.750423
High Shoals PV1,NC,35.396478,-81.219144
Round Hill PV1,NC,36.211774,-80.664680
Ouchchy PV1,NC,36.084097,-79.244810
Turkey Creek PV1,NC,36.441359,-77.135575
Vaughn Creek PV1,NC,36.451012,-77.120595
Willoughby PV1,NC,35.354681,-78.645129
Clarkstown Landfill Solar Facility,NY,41.100409,-73.951593
Daytona International Speedway Solar,FL,29.170160,-81.064121
FIU Solar,FL,25.770008,-80.367743
Morelos del Sol,CA,35.731362,-119.818712
Hooper Solar,CO,37.691863,-105.990812
Murphy Flat Solar,ID,43.213000,-116.439000
Orchard Ranch Solar,ID,43.467000,-116.285000
American Falls Solar,ID,42.824000,-112.752000
American Falls Solar II,ID,42.824000,-112.752000
"Grant Wind, LLC",OK,36.927071,-97.696331
Manatee Solar Energy Center,FL,27.607469,-82.355275
Findlay Wind Farm,OH,41.101219,-83.644394
MESA 1,WA,47.936194,-122.246917
Domino Farms Solar,MI,42.323377,-83.680252
Greenwood Solar Farm,MI,43.105600,-82.696400
McLean Homestead,NC,34.781934,-79.497753
MESA 2,WA,47.972667,-122.198694
Oxford,MA,42.141319,-71.850758
SR Jenkins Ft Lupton,CO,40.081444,-104.746661
Waipio Solar,HI,21.456000,-157.982000
Eight Flags Energy,FL,30.660800,-81.470600
Little Rock Pham Solar,CA,34.600231,-117.947510
Adera Solar,CA,37.120586,-120.324880
Shorthorn Holdings,SC,34.680287,-79.540740
CES VMT Solar,MD,39.680865,-77.727117
Pecan Solar,NC,36.481008,-77.481164
SunE Rochester,CA,34.097728,-117.544529
"CA Flats Solar 130, LLC",CA,35.615573,-120.404352
"CA Flats Solar 150, LLC",CA,35.615573,-120.404352
Tequesquite Landfill Solar PV Project,CA,33.978190,-117.385140
CCBC-Catonsville,MD,39.252500,-76.735000
Owens Corning Headquarters,OH,41.644700,-83.536400
Frontier Solar LLC,CA,37.379919,-121.130661
UI RCP New Haven Fuel Cell,CT,41.288803,-72.898622
"Cuyama Solar, LLC",CA,34.901000,-119.596000
Buckthorn Westex,TX,30.575520,-102.551292
Shoreham Solar Commons,NY,40.934411,-72.888511
Portage Solar,IN,41.561100,-87.155500
Middlebury Solar,IN,41.697200,-85.687500
"TWE Chocowinity Solar, LLC",NC,35.501688,-77.105614
Golden Hills Wind,CA,37.713311,-121.640353
Innovative Solar 10,NC,35.473629,-82.890319
"Innovative Solar 18, LLC",NC,35.378187,-81.795051
"Innovative Solar 26, LLC",NC,35.709740,-81.413308
"Innovative Solar 63, LLC",NC,35.391690,-77.620395
UI RCP Bridgeport Seaside,CT,41.157591,-73.208084
Innovative Solar 16,NC,35.363863,-82.350001
"Syncarpha Palmer, LLC",MA,42.222824,-72.309507
"Steel Bridge Solar, LLC",OR,45.068000,-123.470000
"River Bend Solar, LLC (AL)",AL,34.831511,-87.842204
Los Vientos V Wind Power,TX,26.411689,-98.571554
Lindberg FIeld Solar,CA,32.729238,-117.207718
Citrus Solar Energy Center Hybrid,FL,27.320919,-81.806863
Avalon Solar II,AZ,32.000854,-110.958427
"Live Oak Solar, LLC",GA,32.423798,-82.102824
"White Pine Solar, LLC",GA,32.506017,-84.256976
"Federal Road Solar 1, LLC CSG",MA,41.806894,-70.725717
"Garrison Butte Wind, LLC",ND,47.453217,-101.648706
BWC Swan Pond River CSG,MA,41.795599,-71.226628
Grand View Solar Two,ID,42.989614,-116.093431
"Cedar Bluff Wind, LLC",KS,38.697606,-99.729289
Nolin Hills,OR,45.554550,-119.114340
Perry Solar Facility,FL,30.119304,-83.560054
Neisler Street Solar,NC,35.289757,-81.568878
Leominster,MA,42.561568,-71.755446
North Adams Landfill,MA,42.669072,-73.092041
Fisher Road Solar,MA,41.593314,-71.018053
Palmer Landfill,MA,42.216634,-72.315526
CED Avenal,CA,35.996324,-120.151460
CED Ducor 1,CA,35.856278,-119.068414
CED Ducor 2,CA,35.844167,-119.068069
CED Ducor 3,CA,35.845378,-119.056992
CED Ducor 4,CA,35.850403,-119.026992
"White Oak Solar, LLC",GA,33.036789,-82.111292
Fresno Solar,CA,36.616846,-120.105144
PCA-Valdosta Mill,GA,30.694444,-83.303056
AVS Lancaster 1,CA,34.748894,-117.973571
US-TOPCO (Soccer Center),CA,34.660720,-118.081152
South Plains II,TX,34.196962,-101.381494
Sunflower Wind Project,ND,46.837569,-102.074550
Elkton Solar,MD,39.603531,-75.836235
"Kingbird B Solar, LLC",CA,34.824206,-118.438547
"Blythe Solar II, LLC",CA,33.680000,-114.730000
"Blythe Solar 110, LLC",CA,33.680000,-114.742000
"Blythe Solar III, LLC Hybrid",CA,33.656000,-114.742000
"Blythe Solar IV, LLC",CA,33.682000,-114.768000
Town of Chestertown- Chestertown WWTP,MD,39.199453,-76.076693
Onondaga County - Metro Water Board,NY,43.183782,-76.224075
Onondaga County - Oak Orchard WWTP,NY,43.172719,-76.130123
"Hewlett-Packard (HP) - Andover, MA",MA,42.624687,-71.182914
Dinuba Energy,CA,36.571485,-119.419176
"Shelby Randolph Road Solar 1, LLC",NC,35.309229,-81.588436
Lorin Industries,MI,43.216639,-86.214444
"Javelina Wind Energy, LLC",TX,27.320000,-99.000000
"Lafayette Solar I, LLC",NC,35.232396,-81.564248
"Rockingham Solar, LLC",NC,34.980661,-79.603732
"York Road Solar I, LLC",NC,35.222208,-81.333702
"SID Solar I, LLC",NC,35.258647,-81.505606
UDR Glastonbury Fuel Cell,CT,41.716998,-72.536077
Town of Needham VNEM CSG,MA,42.276717,-71.259394
Williamsburg Solar LLC VNEM CSG,MA,42.387088,-72.713442
Oregon Convention Center,OR,45.528457,-122.663170
Jackson Board of Education-Liberty HS,NJ,40.092672,-74.262001
Oneida County- DPW,NY,43.150761,-75.371258
Town of Halfmoon,NY,42.834978,-73.675675
"BJ's Wholesale Club, Inc- Uxbridge",MA,42.019659,-71.604149
Western Michigan Solar Gardens,MI,42.252500,-85.642730
Grand Valley Solar Gardens,MI,42.953100,-85.901170
Granby Hydro,CO,40.146400,-105.868300
"HCE Johnston I, LLC",NC,35.560002,-78.594530
Colorado Bend II,TX,29.289415,-96.065399
Castle Gap Solar Hybrid,TX,31.255000,-102.272000
Goldfinch,FL,27.982089,-82.042005
Kawailoa Solar,HI,21.624000,-158.055000
Harpster Wind,OH,40.718292,-83.228650
"Eastern Shore Solar, LLC",VA,37.943895,-75.569556
Zephyr Wind,OH,41.096111,-83.641381
"Red Toad 1425 A Powatan Road, LLC",NC,35.604208,-78.370875
Big Sand Draw Plant,WY,42.752700,-108.169700
Durham Solar,NC,36.004941,-78.848475
New Creek Wind,WV,39.200639,-79.140639
"Morgan Farm, LLC",NC,36.095572,-78.151987
"Nashville Farms, LLC",NC,36.034354,-78.010611
"Cedar Solar, LLC",NC,34.915767,-77.775743
"Elm Solar, LLC",NC,35.453828,-79.189525
Glasgow LFGTE,KY,36.987400,-85.957500
Lemoore 1,CA,36.257938,-119.798139
Peak View Wind Farm,CO,37.710444,-104.505464
"Baltimore Church Solar, LLC",NC,34.466688,-79.152443
"Broadview Energy JN, LLC",NM,34.734179,-103.108047
"Cohen Farm Solar, LLC",NC,35.557224,-79.195789
"Floyd Solar, LLC",NC,34.509128,-79.135875
"Innovative Solar 43, LLC",NC,34.529956,-78.304811
Cornell Geneva Solar Farm,NY,42.866000,-77.031000
Building F,CA,33.914356,-118.050189
"Broadview Energy KW, LLC",NM,34.727007,-103.166771
Building G,CA,33.912917,-118.050561
Buidling L,CA,33.912917,-118.041944
Shelter Solar,NC,34.983772,-79.268026
Heedeh Solar,NC,34.308744,-78.221475
Tate Solar,NC,36.066109,-78.029612
Eagle Solar,NC,36.458327,-78.155087
Robin Solar,NC,35.264418,-78.081389
Cash Solar,NC,36.028180,-77.923306
Daystar Solar,NC,35.035589,-77.202453
Kathleen Solar,NC,35.513769,-78.802384
Grove Solar,NC,35.169220,-77.118200
Dulles,CA,34.030119,-117.517753
Freeway Springs,CA,33.892614,-118.037564
ADS Renewable Energy-Wolf Creek LLC,GA,32.775500,-83.434800
Solverde 1,CA,34.655694,-118.298166
Antelope DSR 1,CA,34.655556,-118.280722
Antelope DSR 2,CA,34.686944,-118.311722
Conetoe Solar,NC,35.825182,-77.457772
Sugar Run Solar,NC,36.437752,-76.597825
HMW Minster PV I,OH,40.390362,-84.401595
"TWE New Bern Solar Project, LLC",NC,35.154273,-77.134320
North Fork Community Power,CA,37.231531,-119.494250
Whitethorn Solar LLC,CA,37.691000,-121.717000
South Valley Solar Energy Center,NM,34.986073,-106.736129
Santa Fe Solar Energy Center,NM,35.587795,-106.060859
Santolina Solar Energy Center,NM,35.029719,-106.855498
Rio Communities Solar Energy Center,NM,34.582598,-106.682975
"County Home Solar Center, LLC",NC,35.263255,-81.508684
"Laurinburg Solar, LLC (Heelstone)",NC,34.707644,-79.295380
CES Cherry Hill Solar,NJ,39.941853,-75.026208
Wheaton Solar,WI, , 
Wolf Summit Energy,WV,39.287039,-80.322869
Hemlock Solar,NC,36.469089,-77.597517
"Long Farm 46 Solar, LLC",NC,36.467021,-77.617957
HXNAir Solar One,NC,36.348734,-77.631511
Cotton Plains Wind Farm,TX,34.060333,-101.187628
Terrapin Hills Wind Farm,MD,39.688736,-79.337560
Mason Dixon Wind Farm,PA,39.793761,-78.859470
Rocksprings,TX,29.727530,-100.794310
Frontier Windpower,OK,36.838884,-97.181015
Strata Roof 1,CA,38.643527,-121.505506
Zero Waste Energy Development Co LLC,CA,37.432500,-121.952850
Bristol Plant,VA,36.601940,-82.143089
Equinix San Jose,CA,37.241713,-121.781363
Intel Santa Clara,CA,37.384745,-121.963808
CMEEC - Bozrah,CT,41.570584,-72.158607
"Rancho Seco Solar, LLC",CA,38.339857,-121.114494
BJ's Wholesale Club Inc Dist Center,NJ,40.098458,-74.825925
Conn Mun Electric Energy Coop,CT,41.538324,-72.122544
Orange County Solar Farm (NY),NY,41.404879,-74.359495
Estrella Mountain PV,AZ,33.409803,-112.340297
Genentech-Oceanside Hybrid,CA,33.211095,-117.299593
Onondaga County- Jamesville,NY,42.986644,-76.064219
RE Garland,CA,34.825267,-118.524989
Belle Haven Diesel Generation Facility,VA,37.548640,-75.790823
Perdue Diesel Generation Facility,VA,37.741967,-75.655979
Onancock Diesel Generation Facility,VA,37.745420,-75.720487
Midway Solar Farm II,CA,33.162056,-115.531694
"McDonald Solar Farm, LLC",IN,39.594580,-87.474000
"Pastime Farm, LLC",IN,39.520860,-87.181550
"Yanceyville Farm 3, LLC",NC,36.428608,-79.348886
Union Renewable Energy Facility,SC,34.615770,-81.818661
"Algonquin SKIC 10 Solar, LLC",CA,35.126111,-119.243361
Ambler,AK,67.087980,-157.856719
Marshall,AK,61.878186,-162.085147
New Stuyahok,AK,59.448358,-157.325528
Valley View Solar,CO,40.418786,-104.891944
Skylark,CO,40.577889,-104.894792
Silicon Valley Clean Water,CA,37.542619,-122.231119
Swampy Acres Microgrid,AK,57.775560,-152.480280
IMPA Huntingburg Solar Park,IN,38.319623,-86.968074
IMPA Washington Solar Park,IN,38.653455,-87.209215
IMPA Anderson Solar Park,IN,40.051556,-85.737129
Owatonna Energy Station,MN,44.085225,-93.262714
Weymouth Solar Plant,CA,34.108618,-117.782246
Bluestem,OK,36.552151,-100.587557
Stainback Solar Farm,NC,36.395286,-78.328294
Alta Luna,NM,32.572022,-107.486458
"Pioneer Wind Park, LLC",WY,42.728198,-105.866765
Brevig Mission,AK,65.331716,-166.479506
Playa Solar 2,NV,36.408000,-114.908000
Prairie Breeze II,NE,41.987656,-98.210401
Durham AWTF,OR,45.400524,-122.765822
Bacliff,TX,29.492330,-94.984830
Junction Road,NJ,40.523700,-74.843398
Cedar Branch,NJ,39.503337,-74.964482
Sharon Station,NJ,40.182623,-74.539003
"Tex-Mex Renewable Energy Project, LLC",TX,34.236066,-103.038691
Blue Cloud Wind Energy LLC,TX,34.038210,-102.665242
"Canyon Wind Project, LLC",TX,32.631073,-101.008494
"Cone Renewable Energy Project, LLC",TX,33.809300,-101.342405
"Crosby County Wind Farm, LLC",TX,33.713671,-101.433811
"CED Westfield Solar, LLC",MA,42.175625,-72.755181
Westside Solar Power PV1,CA,36.219000,-119.907000
West Groton CHP,MA,42.613430,-71.633767
Castor Solar,CA,35.211044,-119.387258
Southbridge Solar,MA,42.090932,-72.011672
Antelope Big Sky Ranch,CA,34.694839,-118.287690
Summer Solar LLC,CA,34.714703,-118.311006
Central Antelope Dry Ranch B LLC,CA,34.705549,-118.301417
SR Mavericks,CO,40.230000,-105.030000
Organ Church Solar,NC,35.525584,-80.451125
Red Horse III,AZ,32.135970,-110.051290
Climax Solar,NC,35.889280,-79.691900
Willard Solar,NC,34.702490,-77.969700
Ajax Solar,NC,34.830910,-79.119400
Jester Solar,NC,35.361180,-77.886100
Trinity Solar,NC,35.870250,-79.928200
Whiteville Solar 2,NC,34.277430,-78.740100
St. Matthews Solar,SC,33.686700,-80.758600
Crimson Solar,NC,34.843246,-77.552241
Clinton Battery,OH,39.295883,-83.960782
"Pine Valley Solar Farm, LLC",NC,35.218120,-79.529333
HMV Minster Energy Storage System,OH,40.398844,-84.387266
Montana Solar Facility,TX,31.813061,-106.218892
Holloman Solar Facility,NM,32.921261,-106.072411
Keys Energy Center,MD,38.695519,-76.827785
Sumrall II Solar Farm,MS,31.397089,-89.485884
"San Isabel Solar, LLC",CO,37.372000,-104.843000
Sumrall I Solar Farm,MS,31.403531,-89.497640
"Mesquite Solar 2, LLC",AZ,33.332777,-112.911388
"Mesquite Solar 3, LLC",AZ,33.347583,-112.936805
"Portal Ridge Solar A, LLC",CA,34.715330,-118.259080
"Portal Ridge Solar B, LLC",CA,34.716470,-118.282100
"Portal Ridge Solar C, LLC",CA,34.714120,-118.273900
"Howell Midland Farm, LLC",NC,35.225669,-80.543086
"Augustus Farm, LLC",NC,35.599685,-77.639109
Prairie Breeze III,NE,41.987656,-98.210401
Midway Solar Farm III,CA,33.154761,-115.544918
Scott Solar Farm,VA,37.523000,-77.934000
"Grady Wind Energy Center, LLC",NM,34.734142,-103.092227
Woodland Solar Farm,VA,36.890000,-76.611000
Whitehouse Solar Farm,VA,38.023000,-77.972000
Jeffco Community Solar Gardens LLC,CO,39.859564,-105.149694
"Willow Spring Solar, LLC",CA,34.826697,-118.335211
O'Brien Wind,IA,43.200421,-95.624313
East Amwell,NJ,40.443266,-74.876373
Schofield Generating Station,HI,21.478500,-158.058100
"Ringer Hill Wind Farm, LLC",PA,39.744722,-79.188056
"Grove Solar Center, LLC",OR,43.936687,-117.381214
"Hyline Solar Center, LLC",OR,44.151256,-117.000071
"Open Range Solar Center, LLC",OR,43.796766,-117.065311
"Railroad Solar Center, LLC",OR,43.998019,-117.101180
"Thunderegg Solar Center, LLC",OR,43.930970,-116.987626
"Vale Air Solar Center, LLC",OR,43.965031,-117.258060
Midway Solar Farm 1,CA,33.176627,-115.572788
Providence Solar,TN,35.578333,-89.047779
Electra Wind Farm,TX,34.102943,-99.118746
Horse Creek Wind Farm,TX,33.350000,-99.540000
Albany Green Energy,GA,31.555900,-84.110300
Wal-Mart Truth or Consequences PV,NM,33.152600,-107.249831
Ida Grove Wind,IA,42.355721,-95.420380
Sudbury Solar,VT,43.833000,-73.192000
Okeechobee Clean Energy Center,FL,27.634167,-80.791111
Demille Solar Farm,MI,43.040011,-83.333247
Turrill Solar Farm,MI,43.034739,-83.308886
O'Shea Solar Farm,MI,42.378001,-83.200064
"Hill AFB LFG Facility, Bldg #737",UT,41.129020,-111.964147
"Solar Las Vegas MB 2, LLC",NV,36.087426,-115.175381
Bison Solar LLC,CO,40.863809,-105.011100
"Boulder Solar Power, LLC",NV,35.348000,-114.970000
Cecil County CCVT HS,MD,39.651002,-75.808331
Brady II Wind Energy Center,ND,46.611515,-102.788210
Brady Wind Energy Center,ND,46.646471,-102.765089
South Field Energy,OH,40.635340,-80.678245
Lackawanna Energy Center,PA,41.471389,-75.544167
Hilly Branch,NC,34.583747,-79.148467
Gastonia Solar Center,NC,35.229033,-81.189078
Pike Road Solar,NC,35.824811,-79.503656
Wortham Solar Farm,NC,36.352489,-78.376344
"Raymond, LLC",TX,26.490000,-97.810000
"White Farm Solar, LLC",NC,36.347640,-77.222440
White Street Renewables,NC,36.104470,-79.723622
Vulcraft Solar,NY,42.005874,-76.619350
Old Settler Wind,TX,34.060333,-101.187628
"Snow Camp Solar, LLC",NC,35.862670,-79.423460
Hummel Station LLC,PA,40.839014,-76.825517
Battleboro Farm,NC,36.058640,-77.760770
"Flint Hill Solar, LLC",NC,35.402740,-79.553080
Legoland Solar,FL,27.986163,-81.690172
Lamesa Solar,TX,32.715611,-101.926522
SunCoke Energy South Shore Facility,KY,38.738000,-82.925000
ILR Landfill,NJ,40.470539,-74.383616
"Clean Energy Future-Lordstown, LLC",OH,41.148890,-80.851620
NHA at Mansfield NJ,NJ,40.760000,-74.935000
"Shoe Creek Solar, LLC",NC,34.844920,-79.384720
Sulphur Springs,AZ,32.062800,-109.919283
Monroe Solar Facility,NC,34.929945,-80.625615
Hertford Solar Farm,NC,36.130260,-76.490915
Santa Rita Jail Fuel Cell,CA,37.719166,-121.886944
RE Garland A,CA,34.821453,-118.497406
Invenergy Nelson Expansion LLC,IL,41.774417,-89.606528
Morgantown,PA,40.174563,-75.913688
RE Barren Ridge 1,CA,35.204730,-118.068750
Beech Ridge Energy Storage,WV,38.087800,-80.492500
SJA Solar LLC-Solterra Monastery CSG,MA,42.283439,-72.008468
Pfizer Groton Fuel Cell,CT,41.333889,-72.071111
Warbler Holdings,NC,35.318824,-81.623934
Tamworth Holdings,NC,34.745617,-78.421185
MC1 Solar,NC,35.874800,-77.139700
"St. Pauls Solar 1, LLC",NC,34.771600,-78.983600
"Kennedy Solar, LLC",NC,35.012282,-78.092185
Innovative Solar 65,NC,34.758700,-79.500000
"Lincoln Solar, LLC (NC)",NC,35.379505,-81.817582
"Exum Farm Solar, LLC",NC,35.370441,-77.454900
"Bizzell Church Solar 1, LLC",NC,35.549401,-78.179859
"CB Bladen Solar, LLC",NC,34.822869,-78.624278
"Currin Solar, LLC",NC,36.289625,-78.633283
Pisgah Mountain Wind,ME,44.777337,-68.523419
"Chaves Solar, LLC",NM,33.450000,-104.456000
"Roswell Solar, LLC",NM,33.452930,-104.461074
"Nash 97 Solar, LLC",NC,35.849270,-78.211520
"South Winston Farm, LLC",NC,36.028800,-80.302000
"Sullivan Solar, LLC",IN,39.131990,-87.413830
"Coventry Photovoltaic, LLC",VT,44.910152,-72.219750
Munro Valley Solar,CA,36.264700,-117.995500
Bonnybrooke PV,AZ,33.053000,-111.340000
Bethel Wind Farm LLC,TX,34.575311,-102.474698
"Hardison Farm Solar, LLC",NC,35.830790,-77.021940
"Maxton Solar, LLC",NC,34.714720,-79.314630
Modlin Solar Farm,NC,35.850280,-77.110230
Calligan Creek Hydroelectric Project,WA,47.600800,-121.688610
Don A Campbell 2 Geothermal,NV,38.835836,-118.325339
Veyo Heat Recovery Project,UT,37.348000,-113.765000
Morgan's Corner,NC,36.421064,-76.364244
Fairhaven C CSG,MA,41.663030,-70.863230
West Bridgewater AB CSG,MA,42.025300,-71.033600
Skidmore College,NY,43.093682,-73.811320
RCWD PV Project,CA,33.522600,-117.181500
CoServ Community Solar Station,TX,33.270600,-96.979168
CA Dept of Public Health at Richmond,CA,37.920000,-122.344000
Tides Lane Farm,NC,36.069360,-78.298796
Cabaniss Solar,NC,36.077702,-78.260021
Tompkins Cortland Community College,NY,42.502500,-76.286500
Three Peaks Power,UT,37.827082,-113.137082
Quail Holdings,NC,35.865300,-80.570000
Crane Solar Facility,IN,38.816400,-86.884200
East Pecos Solar,TX,31.000883,-102.281744
Bernards Solar,NJ,40.702660,-74.581580
Whitakers Farm (Fisher Rd),NC,36.115542,-77.725147
Sellers Farm Solar,NC,34.881973,-79.665351
McGrigor Farm Solar,NC,35.019771,-78.350088
Salem Smart Power Center,OR,44.922000,-123.018300
Carver MA 1 Community Solar,MA,41.942796,-70.761140
Wareham MA 1 Community Solar,MA,41.801670,-70.704630
Glacier Battery Storage,WA,48.888040,-121.946200
ID Solar,ID,43.444000,-116.333000
E&B Resources,CA,35.534584,-119.060029
Presbyterian Senior Living Service,MD,39.447600,-76.516324
Valdosta,GA,30.810120,-83.225958
Pavant Solar II LLC,UT,39.162500,-112.343000
Corcoran,CA,36.102307,-119.566516
Brookside,RI,41.987579,-71.583963
Calverton,NY,40.921086,-72.743701
"Cummins, Inc",NY,42.081240,-79.361250
Houghton,NY,42.426731,-78.156589
Oneida - South,NY,43.166353,-75.386866
Oneida - West,NY,43.169617,-75.404866
Athens Energy,ME,44.945514,-69.660705
Hardwick-Athol & Eagle Hill,MA,42.308391,-72.189580
Port Comfort Power LLC,TX,28.648070,-96.546210
Chamon Power LLC,TX,29.883214,-95.111345
The Clorox Company,MD,39.472128,-76.201342
Onondaga County- Clearwater,NY,43.429317,-76.515717
Greene County Meter #1,NY,42.294823,-74.000760
Tenaska Westmoreland Generating Station,PA,40.175249,-79.696665
Chesapeake College,MD,38.953389,-76.083244
Waterman Turnout Hydroelectric,CA,34.172625,-117.278033
Red Rock,AZ,32.551026,-111.289232
Friendswood Energy,TX,29.647267,-95.451516
Solar Glynn,GA,31.250000,-81.433000
Paulding Wind Farm III,OH,41.121000,-84.751000
Green River Wind Farm,IL,41.620264,-89.557033
CPS 1 Community Solar,TX,29.377966,-98.269220
Westport MA 1 Community Solar,MA,41.621068,-71.056963
"Bayshore Solar B, LLC",CA,34.678305,-118.302649
"Bayshore Solar C, LLC",CA,34.681338,-118.314087
Westport MA 2 Community Solar,MA,41.621068,-71.056963
Bethlehem - East,NY,42.539006,-73.824295
Bethlehem - West,NY,42.539006,-73.824295
"Germantown Solar, LLC",NC,36.246340,-80.254630
"Bayshore Solar A, LLC",CA,34.667817,-118.298089
"Williamston West Farm, LLC",NC,35.836544,-77.108044
"Longboat Solar, LLC",CA,34.541000,-117.061000
Greenfield Wind - MT,MT,47.723000,-111.963000
"River Road Solar, LLC",NC,36.351000,-76.842000
Hamilton Solar-Crosswicks,NJ,40.168958,-74.630095
Redwood 4 Solar Farm,CA,35.314198,-118.811920
Springbok 3 Solar Farm Hybrid,CA,35.171153,-118.001652
Rail Trail,MA,42.243134,-73.363849
Rising Paper,MA,42.228622,-73.344463
Hampden,MA,42.044663,-72.438752
Little Bay,RI,41.799201,-71.436048
MEBA,MD,38.772903,-76.138912
SR Skylark B,CO,40.579472,-104.895675
Shirley Water,MA,42.554584,-71.623480
Jefferson Avenue,NJ,40.772215,-74.068674
Westside Avenue,NJ,40.814092,-74.021325
Hartz Way,NJ,40.782829,-74.072782
"Tyler Bluff Wind Project, LLC",TX,33.703851,-97.372009
Crowned Ridge Wind Energy Center,SD,45.154947,-96.836839
Blazing Star Wind Farm 1,MN,44.544137,-96.368240
Crocker Wind Farm,SD,45.051544,-97.826423
Broome County,NY,42.104731,-75.930730
Valley Center,CA,33.250300,-117.022600
Two Mile Desert Project,NC,36.220000,-76.460000
Clear Spring Ranch PV Project,CO,38.602102,-104.694688
Greenville,GA,33.045801,-84.714434
Richland (GA),GA,32.088982,-84.663529
Seminole (GA),GA,31.065112,-84.931702
NLP Granger,CA,33.270400,-117.058800
Hancock Creek Hydroelectric Project,WA,47.572200,-121.689700
Stafford Hill Solar Hybrid,VT,43.619444,-72.950277
Albany Solar,MN,45.641268,-94.599251
Annandale Solar,MN,45.247009,-94.106932
